Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpSBFileProcessor,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpReportServer,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CraIntegrationService,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP DT Accounting Manager OPT Riskturk,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP DT Batch Report Service FTP,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP DT Batch Report Service MAIL,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP DT Saxobank File Transfer,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP DT Trade Confirmation Report Service,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gtp Market Data Manager Delayed,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP_IbondService,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPAutomaticBatchExtractFtp,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPAutomaticBatchExtractMail,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrAPPServiceDeployment,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerCYP,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev2,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev3,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev4,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev5,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev6,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageRBServerDev5,,,,,,,No,
TEST Policy,Script,C:\Users\HysUsrProd\AppData\Local\Temp\,with subfolders,*.ps1,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for GT Aİ-Bulut Altyapı ve Veri Saklama Teknolojileri,Executable,,,WinX64.exe,,Exactly,,,,,,Ignore Signature,,,Commvault,Exactly,,,Commvault,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for GT Aİ-Bulut Altyapı ve Veri Saklama Teknolojileri,Executable,,,Setup.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault ContentStore,Exactly,Commvault ContentStore,Exactly,Commvault,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği,Executable,,,FireEyeAgentCleanupToolCmd.exe,,Exactly,,,,,,Ignore Signature,,,AgentCleanupToolCmd,Exactly,AgentCleanupToolCmd,Exactly,Trellix,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri,Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,TCHEALTH BILGI TEKNOLOJILERI A. S.,Exactly,,,Setup,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Yatırım Bankacılığı,Executable,,,SoapUI-5.6.0.exe,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,FireEyeAgentCleanupToolCmd.exe,,Exactly,,,,,,Ignore Signature,,,AgentCleanupToolCmd,Exactly,AgentCleanupToolCmd,Exactly,Trellix,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Development,Executable,,,powershell.exe,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Development,Executable,,,w3wp.exe,,Exactly,,,,,,Ignore Signature,,,Internet Information Services,Exactly,IIS Worker Process,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Development,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,updateapp.bat,updateapp.bat,Exactly,SHA1,76CD7FF13F31A337BF624ADEA7CD1FA3D33D981C,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Any '.bat' script by checksum based on file 'updateapp.bat'
Application Policy for File Permission for Dijital Kanallar ve Crm,Script,,,deployapp.bat,deployapp.bat,Exactly,SHA1,73171B1BA3475039C23E64A25E62DD57EE7E524F,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Any '.bat' script by checksum based on file 'deployapp.bat'
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Applcaiton Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for GT SRS-Uygulama Servisleri Rezilyans Yönetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Siber Savunma Merkezi (1),Executable,,,CleanWipe.exe,,Exactly,,,,,,Specific Publishers,Symantec Corporation,Exactly,Symantec Install Component,Exactly,CleanWipe,Exactly,Broadcom,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Siber Savunma Merkezi (1),Executable,,,setup.exe,,Exactly,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Siber Savunma Merkezi (1),Executable,,,SymDiag 2.1.322.11287.exe,,Exactly,,,,,,Specific Publishers,Symantec Corporation,Exactly,Symantec Diagnostic Tool,Exactly,Symantec Diagnostic Tool self-extractor,Exactly,Broadcom,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Siber Savunma Merkezi,Executable,,,,,,,,,,,Specific Publishers,Palo Alto Networks (Netherlands) B.V.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,Setup.exe,,Exactly,,,,,,Ignore Signature,,,,,BRSANALYTICS V3 - Installer,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Altyapı ve Veri Saklama Teknolojileri,Executable,,,GxSplash.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault,Exactly,,,Commvault,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for BT Kontrol ve Sürekli İzleme,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Script,,,*.bat,updateApp.bat,Wildcards,SHA1,76CD7FF13F31A337BF624ADEA7CD1FA3D33D981C,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (3),MSI/MSP Installation,,,Quest Change Auditor Agent (x64).msi,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,,,,,,,,,,,,,Quest Change Auditor 7.4.0 Agent,Exactly,Quest Software Inc.,Exactly,,,"""{103162F4-F029-4E09-8E0F-DDD72DD56D46}"" ( exact / case sensitive: True )","""{1E1215C8-39D0-4B21-B1B1-75FF307FB47D}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission for Bulut Veri Platform Teknolojileri,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Bulut Veri Platform Teknolojileri,Executable,,,ServerManager.exe,,Exactly,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yatırım Bankacılığı,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Yatırım Bankacılığı,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy For Yatırım Bankacılığı,Executable,,,xGTPUpdater.CLI.exe,,Exactly,,,,,,Ignore Signature,,,xGtpUpdater.CLI,Exactly,xGtpUpdater.CLI,Exactly,,,1.0.0.0,,,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for Bulut Middleware ve Platform Teknolojileri,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Yatırım Bankacılığı (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application for GT SRS-Uygulama Servisleri Rezilyans Yönetimi - 2,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,OutboundServiceController.exe,,Exactly,,,,,,Ignore Signature,,,GEMOutboundServiceController,Exactly,GEMOutboundServiceController,Exactly,Garanti,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,GEMOutboundService.exe,,Exactly,,,,,,Ignore Signature,,,GEMOutboundService,Exactly,GEMOutboundService,Exactly,Garanti,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permiison Policy for Yatırım Bankacılığı,Executable,,,InetMgr.exe,,Exactly,,,,,,Ignore Signature,,,Internet Information Services,Exactly,IIS Manager,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permiison Policy for Yatırım Bankacılığı,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Executable,,,InetMgr.exe,,Exactly,,,,,,Ignore Signature,,,Internet Information Services,Exactly,IIS Manager,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Sermaye Piyasaları,Executable,,,InetMgr.exe,,Exactly,,,,,,Ignore Signature,,,Internet Information Services,Exactly,IIS Manager,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,MSI/MSP Installation,C:\tmp,with subfolders,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for GTTumlesikIletisimHizmetleri,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTTumlesikIletisimHizmetleri,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Application Policy for GTKriptografiveMainframeGuvenlik,Executable,,,ckdemo.exe,,Exactly,,,,,,Specific Publishers,"SafeNet, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Application Policy for GTKriptografiveMainframeGuvenlik,Executable,,,lunacm.exe,,Exactly,,,,,,Specific Publishers,"SafeNet, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Application Policy for GTKriptografiveMainframeGuvenlik,Executable,,,VTL.exe,,Exactly,,,,-,Contains,Specific Publishers,"SafeNet, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Application Policy for GTKriptografiveMainframeGuvenlik,Executable,,,VTL.exe,,Exactly,,,,,,Specific Publishers,"SafeNet, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance Monitor,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Configuration,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional and Language Options,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Server,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Templates,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distributed File System,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Viewer,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Server Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Management Instrumentation,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Options,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Programs and Windows Features,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Updates configuration,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Executable,C:\Windows\System32,with subfolders,shutdown.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,,,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Executable,C:\Windows\System32,with subfolders,regedit.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Registry Editor,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Executable,C:\Windows\System32,with subfolders,explorer.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Windows Explorer,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Executable,C:\Windows\System32,with subfolders,notepad.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Notepad,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi (1),Executable,C:\Windows\System32,with subfolders,iisreset.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Internet Information Services,Exactly,IIS control command line utility,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
